0.438918,-0.124554,0.000000
0.076215,0.876604,2.000000
0.371530,-0.234743,1.000000
-0.724847,0.359838,2.000000
0.889219,-0.208549,0.000000
0.241787,-0.088392,0.000000
-0.083575,0.853244,3.000000
0.061584,-0.358306,1.000000
-0.274544,0.813557,4.000000
0.065504,0.828373,3.000000
-0.036512,-0.509217,1.000000
-0.007179,-0.037964,2.000000
0.428528,0.339381,3.000000
0.325822,-0.728009,1.000000
-0.183980,0.300600,4.000000
-0.287097,-0.152153,2.000000
0.063733,-0.702133,1.000000
-0.383127,-0.580377,1.000000
-0.130534,-0.120975,2.000000
-0.158201,0.231913,4.000000
-0.040992,0.587485,2.000000
-0.510789,0.002803,4.000000
-0.375361,0.132978,4.000000
0.083855,0.366723,3.000000
0.137954,-0.459608,1.000000
0.277296,-0.260466,0.000000
-0.134648,-0.446073,1.000000
-0.611436,0.508145,2.000000
0.746339,-0.554359,0.000000
-0.627171,-0.581434,0.000000
0.308858,0.543100,3.000000
0.832013,-0.554371,0.000000
0.263703,0.927804,3.000000
-0.036531,-0.227844,0.000000
-0.830771,-0.375499,2.000000
0.636220,0.627018,3.000000
0.801768,0.219068,3.000000
0.276492,0.097943,2.000000
-0.307359,0.284051,3.000000
-0.223473,-0.416869,1.000000
-0.285327,-0.569142,1.000000
0.593576,-0.233519,0.000000
0.296931,-0.057746,0.000000
-0.456907,-0.821729,1.000000
0.271190,-0.426777,0.000000
-0.238206,0.844269,2.000000
0.094674,-0.156823,0.000000
0.070205,0.594488,3.000000
-0.292808,-0.035507,2.000000
-0.232653,-0.254343,2.000000
0.075690,0.877495,2.000000
-0.409031,0.452883,2.000000
0.810170,0.208732,3.000000
0.129780,0.857893,2.000000
0.239896,-0.080368,0.000000
-0.375361,0.132978,4.000000
0.372087,0.766754,3.000000
0.400029,0.094305,2.000000
0.137027,-0.190297,0.000000
0.021443,-0.540173,1.000000
0.437429,-0.113619,0.000000
-0.349731,-0.862165,1.000000
0.120344,0.680470,2.000000
-0.468925,0.611055,2.000000
0.230484,-0.009302,2.000000
0.486425,-0.554742,0.000000
0.219597,0.759989,3.000000
-0.841626,-0.105801,2.000000
0.348833,0.136362,2.000000
0.572747,-0.241347,4.000000
0.208175,0.286098,1.000000
-0.805614,-0.229558,2.000000
0.557832,-0.541458,1.000000
0.396500,-0.244767,2.000000
-0.495970,0.720713,2.000000
0.227385,-0.022308,2.000000
-0.094495,-0.043345,4.000000
0.352376,-0.477195,0.000000
-0.370376,0.374081,2.000000
-0.228182,0.825688,2.000000
0.301384,0.266450,3.000000
-0.264693,-0.049683,2.000000
0.044544,0.871163,3.000000
-0.745309,-0.378291,1.000000
-0.240374,-0.487003,1.000000
-0.034527,0.871700,3.000000
0.220831,-0.689943,1.000000
0.038787,0.872573,3.000000
0.149116,-0.935184,1.000000
-0.664042,-0.210720,2.000000
-0.194826,-0.271409,0.000000
-0.039988,-0.346464,1.000000
-0.321234,-0.395093,0.000000
0.075941,0.778504,2.000000
-0.140913,0.827649,3.000000
-0.147883,-0.129987,2.000000
0.347935,-0.455734,0.000000
-0.779010,-0.179822,2.000000
-0.178702,-0.558331,1.000000
-0.577637,-0.130903,2.000000
0.045519,0.292683,3.000000
-0.356586,-0.845598,1.000000
0.424198,-0.229687,0.000000
-0.809211,0.291635,2.000000
0.581408,-0.061774,0.000000
0.273312,0.908147,3.000000
-0.521267,-0.416370,0.000000
0.790619,0.221220,3.000000
-0.688943,-0.534118,2.000000
-0.606217,0.642686,2.000000
0.380384,0.338856,3.000000
0.907707,-0.138499,0.000000
0.096736,0.007412,4.000000
-0.020140,-0.737406,1.000000
0.554318,-0.091022,0.000000
0.310972,0.522102,3.000000
0.189252,0.403834,3.000000
0.114228,-0.485963,0.000000
-0.553135,-0.517884,1.000000
0.376571,-0.240299,3.000000
0.869368,0.192634,3.000000
0.246359,0.920120,0.000000
0.030808,-0.214130,1.000000
-0.282360,-0.616090,0.000000
0.422238,0.377613,3.000000
-0.674126,0.170128,4.000000
0.835183,0.199299,3.000000
0.173109,0.589147,3.000000
0.209787,-0.218909,0.000000
0.315871,-0.589593,3.000000
0.553504,-0.079535,0.000000
0.285224,0.412212,3.000000
0.327867,0.798392,3.000000
-0.586108,0.650942,2.000000
0.917901,-0.052398,0.000000
0.606497,0.627306,3.000000
0.039650,-0.671322,1.000000
0.198755,-0.133393,0.000000
-0.346919,-0.252272,0.000000
-0.216299,-0.028043,4.000000
-0.622942,0.415593,2.000000
0.962265,0.065163,3.000000
-0.129867,0.340508,3.000000
-0.569481,-0.294152,3.000000
0.072777,-0.346825,1.000000
0.143836,0.854135,3.000000
-0.355617,0.393376,4.000000
0.252883,0.184246,3.000000
-0.517200,0.711004,2.000000
0.291659,0.326552,3.000000
0.583353,-0.235615,0.000000
-0.282794,-0.190862,1.000000
0.454872,0.264047,3.000000
0.349308,-0.445387,0.000000
-0.358416,-0.505318,1.000000
0.347665,-0.443147,0.000000
-0.497357,0.729547,2.000000
0.376710,0.128866,0.000000
-0.093319,0.046040,2.000000
-0.723170,-0.476041,1.000000
-0.275767,-0.447059,0.000000
-0.249860,0.571464,2.000000
-0.120154,-0.304389,1.000000
0.798688,0.138209,3.000000
-0.400604,0.644458,2.000000
-0.012166,0.839660,3.000000
0.287679,0.881169,3.000000
0.251272,-0.567287,1.000000
-0.011387,-0.153288,2.000000
0.290478,0.403095,3.000000
0.330187,0.560112,3.000000
0.499282,-0.458428,3.000000
0.596173,0.006511,0.000000
0.371885,0.296213,2.000000
-0.328412,-0.089653,2.000000
0.138337,0.523863,3.000000
-0.630255,-0.175051,2.000000
-0.009259,0.880325,3.000000
-0.380501,-0.245202,1.000000
0.110814,0.495553,3.000000
-0.121123,0.542751,0.000000
0.805648,0.213522,3.000000
-0.507789,0.712029,2.000000
-0.485570,0.730630,2.000000
-0.219644,-0.792139,1.000000
-0.057502,0.618093,2.000000
-0.598935,-0.657268,1.000000
0.135244,0.344970,3.000000
-0.448382,-0.379984,1.000000
-0.096041,-0.403354,0.000000
-0.841430,0.145447,4.000000
0.383796,-0.691805,0.000000
0.089571,0.874119,3.000000
-0.448834,-0.215189,2.000000
-0.148597,-0.144717,2.000000
0.502355,0.094203,2.000000
0.564199,-0.081990,0.000000
-0.561601,0.677962,2.000000
0.616106,0.614686,3.000000
0.111690,0.303010,3.000000
0.849184,0.204623,3.000000
0.710804,0.073639,3.000000
-0.173741,0.520684,3.000000
1.119623,0.484173,3.000000
-0.560047,-0.557071,1.000000
0.997299,0.059847,3.000000
-0.651772,-0.242649,2.000000
0.315292,-0.466365,1.000000
0.226826,0.349855,3.000000
0.265443,0.482704,3.000000
0.161256,0.414633,3.000000
-0.061610,-0.340068,0.000000
0.593676,-0.935657,0.000000
-0.681643,-0.172806,2.000000
-0.666223,-0.561153,0.000000
0.306259,0.000695,2.000000
0.190856,0.745086,3.000000
0.267918,0.304402,3.000000
0.190223,0.395964,3.000000
-0.461508,-0.632453,1.000000
-0.078896,-0.249514,0.000000
-0.162864,-0.714340,1.000000
-0.725966,-0.494292,1.000000
0.899492,-0.216080,0.000000
-0.799455,0.276742,4.000000
0.371109,-0.560870,0.000000
0.922652,0.180922,3.000000
-0.738198,-0.455618,1.000000
-0.371754,0.682780,4.000000
0.810818,0.213821,3.000000
0.234904,0.004350,2.000000
0.748261,0.171687,2.000000
-0.755584,0.441583,2.000000
0.287977,-0.265144,0.000000
0.198220,0.316199,3.000000
0.215206,0.288747,3.000000
-0.373223,0.229489,2.000000
0.760422,-0.529583,0.000000
0.697603,0.066366,0.000000
